200.14.57.4:4153, SOCKS4, 7708ms
38.7.195.50:999, HTTP, 7732ms
103.159.96.146:3128, HTTP, 7747ms
185.157.111.3:5678, SOCKS4, 7816ms
91.150.189.122:60647, SOCKS4, 7818ms
209.14.118.116:999, HTTP, 7833ms
139.135.76.218:8080, HTTP, 7858ms
190.111.218.141:999, HTTP, 7883ms
202.138.242.31:9090, HTTPS, 7923ms
200.110.218.11:999, HTTP, 7936ms
103.18.47.79:4145, SOCKS4, 7962ms
112.78.138.164:5678, SOCKS4, 7973ms
129.222.204.27:10000, HTTP, 7976ms
118.69.183.149:8080, HTTP, 7980ms
91.203.8.74:8080, HTTP, 7992ms
